,strain,region,clade_membership,num_date,season,A/Texas/50/2012,A/Perth/16/2009,A/HongKong/4801/2014,A/Wisconsin/67/2005,A/Switzerland/9715293/2013,A/Victoria/361/2011,A/Brisbane/10/2007,A/Alaska/232/2015
1022,A/Thailand/561/2008,southeast_asia,unassigned,2008.46543463,2008-2009,14.0,7.0,17.0,6.0,18.0,9.0,1.0,13.0
1024,A/Sydney/18/2008,oceania,unassigned,2008.55304586,2008-2009,16.0,7.0,19.0,8.0,20.0,11.0,3.0,15.0
1025,A/Sydney/13/2008,oceania,unassigned,2008.54483231,2008-2009,16.0,7.0,19.0,8.0,20.0,11.0,3.0,15.0
1029,A/Brisbane/10/2008,oceania,unassigned,2008.14784394,2008-2009,16.0,11.0,21.0,8.0,20.0,13.0,5.0,19.0
1030,A/Perth/4/2008,oceania,unassigned,2008.23545517,2008-2009,17.0,12.0,22.0,9.0,21.0,14.0,6.0,20.0
1031,A/Taiwan/471/2008,china,unassigned,2008.63791923,2008-2009,16.0,11.0,21.0,8.0,20.0,13.0,5.0,19.0
1033,A/HongKong/161/2008,china,unassigned,2008.09856263,2007-2008,17.0,10.0,20.0,9.0,21.0,12.0,4.0,18.0
1035,A/TianjinNankai/1211/2008,china,unassigned,2008.99657769,2008-2009,16.0,9.0,19.0,8.0,20.0,11.0,3.0,17.0
1036,A/Ningbo/788/2008,china,unassigned,2008.63518138,2008-2009,16.0,9.0,19.0,8.0,20.0,11.0,3.0,17.0
1038,A/Novosibirsk/1/2008,west_asia,unassigned,2008.11772758,2007-2008,19.0,12.0,21.0,11.0,22.0,14.0,6.0,19.0
1040,A/Yekaterinburg/4/2008,west_asia,unassigned,2008.28747433,2008-2009,17.0,10.0,20.0,11.0,21.0,12.0,6.0,18.0
1042,A/England/297/2008,europe,unassigned,2008.27652293,2008-2009,17.0,10.0,20.0,9.0,21.0,12.0,4.0,18.0
1043,A/England/293/2008,europe,unassigned,2008.27652293,2008-2009,17.0,10.0,20.0,9.0,21.0,12.0,4.0,18.0
1044,A/England/294/2008,europe,unassigned,2008.27652293,2008-2009,17.0,10.0,20.0,9.0,21.0,12.0,4.0,18.0
1045,A/England/298/2008,europe,unassigned,2008.27652293,2008-2009,17.0,10.0,20.0,9.0,21.0,12.0,4.0,18.0
1046,A/England/296/2008,europe,unassigned,2008.27652293,2008-2009,17.0,10.0,20.0,9.0,21.0,12.0,4.0,18.0
1048,A/Shandong-Lixia/143/2007,china,unassigned,2007.78302533,2007-2008,13.0,6.0,16.0,5.0,17.0,8.0,0.0,14.0
1052,A/England/749016/2007,europe,unassigned,2007.91170431,2007-2008,14.0,7.0,17.0,7.0,18.0,9.0,2.0,15.0
1053,A/Taiwan/415/2008,china,unassigned,2008.42984257,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1055,A/Seoul/4295/2008,japan_korea,unassigned,2008.3559206,2008-2009,14.0,7.0,17.0,8.0,18.0,9.0,3.0,15.0
1057,A/Cheongju/H471/2008,japan_korea,unassigned,2008.15879535,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1058,A/Cheongju/H473/2008,japan_korea,unassigned,2008.28747433,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1060,A/Myanmar/l_071/2008,southeast_asia,unassigned,2008.65708419,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1062,A/Korea/7719/2008,japan_korea,unassigned,2008.93634497,2008-2009,15.0,8.0,18.0,9.0,17.0,10.0,4.0,16.0
1064,A/Myanmar/50/2008,southeast_asia,unassigned,2008.65708419,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1065,A/Myanmar/l_052/2008,southeast_asia,unassigned,2008.65708419,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1067,A/Hanoi/Q664/2007,southeast_asia,unassigned,2007.68172485,2007-2008,14.0,7.0,17.0,7.0,18.0,9.0,2.0,15.0
1068,A/Taiwan/821/2007,china,unassigned,2007.7118412,2007-2008,14.0,7.0,17.0,7.0,18.0,9.0,2.0,15.0
1070,A/Korea/AF05/2008,japan_korea,unassigned,2008.13415469,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1071,A/Ohio/UR07-0035/2008,north_america,unassigned,2008.13141684,2008-2009,17.0,11.0,21.0,11.0,21.0,13.0,6.0,19.0
1072,A/Ohio/UR07-0140/2008,north_america,unassigned,2008.1779603,2007-2008,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1074,A/Boston/23/2008,north_america,unassigned,2008.08213552,2008-2009,16.0,9.0,19.0,9.0,20.0,11.0,4.0,17.0
1075,A/Boston/51/2008,north_america,unassigned,2008.13963039,2008-2009,16.0,9.0,19.0,9.0,20.0,11.0,4.0,17.0
1078,A/Hawaii/18/2008,north_america,unassigned,2008.27378508,2007-2008,16.0,9.0,18.0,9.0,19.0,11.0,4.0,16.0
1080,A/Guatemala/545/2008,north_america,unassigned,2008.40520192,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1082,A/Guatemala/AF1847/2008,north_america,unassigned,2008.41615332,2007-2008,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1083,A/Guatemala/494/2008,north_america,unassigned,2008.38056126,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1086,A/Boston/68/2008,north_america,unassigned,2008.16427105,2007-2008,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1087,A/Philippines/1713/2008,southeast_asia,unassigned,2008.26830938,2007-2008,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1089,A/Taiwan/408/2008,china,unassigned,2008.29021218,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1090,A/Kentucky/UR07-0164/2008,north_america,unassigned,2008.21629021,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1092,A/CostaRica/7172/2008,north_america,unassigned,2008.46543463,2008-2009,17.0,10.0,19.0,10.0,20.0,12.0,5.0,17.0
1093,A/NewYork/1128/2008,north_america,unassigned,2008.04654346,2007-2008,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1095,A/Germany/AF1882/2008,europe,unassigned,2008.15058179,2008-2009,16.0,9.0,19.0,9.0,20.0,11.0,4.0,17.0
1096,A/Texas/AF01/2007,north_america,unassigned,2008.0164271,2007-2008,16.0,9.0,19.0,9.0,20.0,11.0,4.0,17.0
1099,A/Germany/AF1852/2008,europe,unassigned,2008.05749487,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1101,A/England/168/2008,europe,unassigned,2008.11498973,2007-2008,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1102,A/Germany/AF1866/2008,europe,unassigned,2008.15605749,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1104,A/Guatemala/AF1845/2008,north_america,unassigned,2008.41615332,2007-2008,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1107,A/Johannesburg/15/2008,africa,unassigned,2008.48459959,2008-2009,19.0,13.0,21.0,13.0,23.0,14.0,8.0,19.0
1108,A/Yokohama/107/2009,japan_korea,unassigned,2009.18069815,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1110,A/Washington/AF1824/2008,north_america,unassigned,2008.34770705,2007-2008,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1111,A/Chiba/84/2008,japan_korea,unassigned,2008.5174538,2008-2009,15.0,8.0,18.0,8.0,19.0,10.0,3.0,16.0
1113,A/Singapore/66/2007,southeast_asia,unassigned,2007.8733744,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1114,A/India/K089060/2008,south_asia,unassigned,2008.49555099,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1115,A/Hanoi/BT251/2007,southeast_asia,unassigned,2007.56399726,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1117,A/Hanoi/N317/2007,southeast_asia,unassigned,2007.79123888,2007-2008,13.0,6.0,16.0,7.0,16.0,8.0,2.0,14.0
1120,A/HongKong/184/2008,china,unassigned,2008.10677618,2007-2008,14.0,7.0,17.0,8.0,17.0,9.0,3.0,15.0
1122,A/Niedersachsen/49/2009,europe,unassigned,2009.15605749,2009-2010,13.0,6.0,16.0,7.0,16.0,8.0,2.0,14.0
1123,A/Thailand/MR07159/2008,southeast_asia,unassigned,2008.57494867,2008-2009,13.0,6.0,16.0,7.0,16.0,8.0,2.0,14.0
1125,A/Florida/AF1419/2008,north_america,unassigned,2008.24914442,2007-2008,13.0,6.0,16.0,7.0,16.0,8.0,2.0,14.0
1127,A/Thailand/CU370/2008,southeast_asia,unassigned,2008.51895494,2007-2008,13.0,6.0,16.0,7.0,16.0,8.0,2.0,14.0
1128,A/Stockholm/25/2008,europe,unassigned,2008.81314168,2008-2009,13.0,6.0,16.0,7.0,16.0,8.0,2.0,14.0
1129,A/Netherlands/377/2008,europe,unassigned,2008.73921971,2008-2009,14.0,7.0,17.0,6.0,15.0,9.0,3.0,15.0
1131,A/Texas/19/2008,north_america,unassigned,2008.59411362,2008-2009,14.0,7.0,17.0,8.0,17.0,9.0,3.0,15.0
1132,A/Texas/13/2008,north_america,unassigned,2008.59411362,2008-2009,13.0,6.0,16.0,7.0,16.0,8.0,2.0,14.0
1134,A/HoaBinh/HB409/2007,southeast_asia,unassigned,2007.81314168,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1135,A/Hanoi/Q769/2007,southeast_asia,unassigned,2007.78576318,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1137,A/Hanoi/Q656/2007,southeast_asia,unassigned,2007.67624914,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1139,A/KhanhHoa/KH466/2008,southeast_asia,unassigned,2008.92265572,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1141,A/England/818672/2008,europe,unassigned,2008.31211499,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1143,A/England/350/2008,europe,unassigned,2008.33127995,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1145,A/KhanhHoa/KH363/2008,southeast_asia,unassigned,2008.72826831,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1147,A/Delaware/WRAIR1240/2009,north_america,unassigned,2009.1157341,2008-2009,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1149,A/Japan/WRAIR1140P/2009,japan_korea,unassigned,2009.10677618,2008-2009,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1150,A/Japan/677/2009,japan_korea,unassigned,2009.8733744,2009-2010,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1152,A/Hanoi/BM238/2007,southeast_asia,unassigned,2007.6954141,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1153,A/Hue/H521/2007,southeast_asia,unassigned,2007.93086927,2007-2008,11.0,6.0,14.0,7.0,15.0,6.0,2.0,12.0
1154,A/Hanoi/Q672/2007,southeast_asia,unassigned,2007.69267625,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1155,A/Hue/H511/2007,southeast_asia,unassigned,2007.91170431,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1157,A/Hue/H515/2007,southeast_asia,unassigned,2007.92265572,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1158,A/Hue/H519/2007,southeast_asia,unassigned,2007.92813142,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1160,A/Cheongju/H397/2008,japan_korea,unassigned,2008.02464066,2007-2008,13.0,6.0,16.0,8.0,17.0,8.0,3.0,14.0
1161,A/Cheongju/H396/2007,japan_korea,unassigned,2007.92539357,2007-2008,13.0,6.0,16.0,8.0,17.0,8.0,3.0,14.0
1162,A/Cheongju/H395/2007,japan_korea,unassigned,2007.88706366,2007-2008,13.0,6.0,16.0,8.0,17.0,8.0,3.0,14.0
1163,A/Cheongju/H393/2007,japan_korea,unassigned,2007.88706366,2007-2008,13.0,6.0,16.0,8.0,17.0,8.0,3.0,14.0
1165,A/Brisbane/24/2008,oceania,unassigned,2008.47638604,2008-2009,14.0,9.0,19.0,6.0,16.0,11.0,5.0,17.0
1166,A/Thailand/MR07094/2007,southeast_asia,unassigned,2007.8678987,2007-2008,14.0,7.0,17.0,6.0,16.0,9.0,3.0,15.0
1169,A/Tianjin/Jinnan173/2008,china,unassigned,2008.28473648,2008-2009,13.0,6.0,16.0,5.0,15.0,8.0,2.0,14.0
1171,A/Massachusetts/2/2009,north_america,unassigned,2009.02190281,2008-2009,13.0,6.0,16.0,5.0,15.0,8.0,2.0,14.0
1172,A/Kentucky/1/2008,north_america,unassigned,2008.7008898,2008-2009,13.0,6.0,16.0,5.0,15.0,8.0,2.0,14.0
1174,A/Maryland/10/2008,north_america,unassigned,2008.92813142,2008-2009,14.0,7.0,17.0,6.0,16.0,9.0,3.0,15.0
1176,A/England/700/2009,europe,unassigned,2009.6844627,2009-2010,16.0,9.0,18.0,9.0,16.0,11.0,7.0,16.0
1178,A/Alaska/WRAIR1145P/2009,north_america,unassigned,2009.18826599,2008-2009,14.0,7.0,16.0,5.0,15.0,9.0,3.0,15.0
1179,A/Alaska/WRAIR1172P/2009,north_america,unassigned,2009.18826599,2008-2009,14.0,7.0,16.0,5.0,15.0,9.0,3.0,15.0
1181,A/Finland/533/2009,europe,unassigned,2009.26009582,2008-2009,13.0,6.0,16.0,5.0,15.0,8.0,2.0,14.0
1182,A/Umea/1/2009,europe,unassigned,2009.06023272,2009-2010,13.0,6.0,16.0,5.0,15.0,8.0,2.0,14.0
1185,A/Paris/358/2007,europe,unassigned,2007.85147159,2007-2008,14.0,7.0,17.0,8.0,18.0,9.0,3.0,15.0
1186,A/Lyon/1381/2007,europe,unassigned,2007.96098563,2007-2008,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1188,A/England/394/2008,europe,unassigned,2008.0,2007-2008,13.0,6.0,16.0,8.0,17.0,8.0,3.0,14.0
1190,A/England/392/2008,europe,unassigned,2008.07598461,2007-2008,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1193,A/Lyon/CHU/2052,europe,unassigned,2009.36413415,2009-2010,15.0,8.0,18.0,8.0,17.0,10.0,5.0,16.0
1194,A/Lyon/CHU20526/2009,europe,unassigned,2009.36413415,2009-2010,15.0,8.0,18.0,8.0,17.0,10.0,5.0,16.0
1196,A/NewYork/1189/2009,north_america,unassigned,2009.12594114,2009-2010,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1198,A/Gothenburg/3/2009,europe,unassigned,2009.90349076,2009-2010,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1199,A/Netherlands/761/2009,europe,unassigned,2009.47912389,2009-2010,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1200,A/Montana/16/2009,north_america,unassigned,2009.57494867,2009-2010,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1201,A/Stockholm/90/2009,europe,unassigned,2009.58042437,2009-2010,13.0,6.0,16.0,6.0,15.0,8.0,3.0,14.0
1202,A/MinasGerais/11401/2009,south_america,unassigned,2009.61054073,2009-2010,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1203,A/Lisbon/32/2009,europe,unassigned,2009.47912389,2009-2010,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1204,A/California/VRDL362/2009,north_america,unassigned,2009.60780287,2009-2010,12.0,5.0,15.0,7.0,16.0,7.0,2.0,13.0
1207,A/Guangdong/314/2008,china,unassigned,2008.5338809,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1208,A/Perth/12/2008,oceania,unassigned,2008.40520192,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1211,A/Pennsylvania/PIT12/2008,north_america,unassigned,2008.02464066,2007-2008,12.0,6.0,16.0,7.0,15.0,8.0,2.0,14.0
1213,A/Pennsylvania/PIT22/2008,north_america,unassigned,2008.06023272,2008-2009,13.0,7.0,17.0,8.0,15.0,9.0,3.0,15.0
1214,A/Pennsylvania/PIT20/2008,north_america,unassigned,2008.06570842,2008-2009,13.0,7.0,17.0,8.0,15.0,9.0,3.0,15.0
1216,A/Pennsylvania/PIT06/2008,north_america,unassigned,2008.04380561,2007-2008,13.0,7.0,17.0,8.0,15.0,9.0,3.0,15.0
1217,A/Pennsylvania/PIT05/2008,north_america,unassigned,2008.05749487,2008-2009,13.0,7.0,17.0,8.0,15.0,9.0,3.0,15.0
1222,A/California/VRDL262/2009,north_america,unassigned,2009.24093087,2009-2010,12.0,6.0,15.0,7.0,16.0,7.0,2.0,13.0
1223,A/Boston/14/2008,north_america,unassigned,2007.95277207,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1225,A/Boston/63/2008,north_america,unassigned,2008.15331964,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1227,A/Germany/AF1855/2008,europe,unassigned,2008.05749487,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1229,A/Germany/AF1854/2008,europe,unassigned,2008.15058179,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1231,A/Shimane/91/2008,japan_korea,unassigned,2008.41889117,2007-2008,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1233,A/Aichi/107/2008,japan_korea,unassigned,2008.44353183,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1235,A/Yokohama/93/2008,japan_korea,unassigned,2008.65708419,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1236,A/Yokohama/94/2008,japan_korea,unassigned,2008.65708419,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1239,A/HongKong/4758/2007,china,unassigned,2007.90075291,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1240,A/NorthCarolina/5/2007,north_america,unassigned,2007.90075291,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1243,A/Pennsylvania/PIT08/2008,north_america,unassigned,2008.03832991,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1244,A/Pavia/41/2008,europe,unassigned,2008.00501332,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1247,A/Boston/20/2008,north_america,unassigned,2008.07392197,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1249,A/Virginia/4/2007,north_america,unassigned,2007.94729637,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1251,A/Ohio/UR07-0005/2008,north_america,unassigned,2008.11498973,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1252,A/Boston/79/2008,north_america,unassigned,2008.19438741,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1254,A/Paris/2030/2008,europe,unassigned,2008.15058179,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1256,A/Moscow/118/2008,west_asia,unassigned,2008.39972621,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1258,A/Perth/160/2009,oceania,unassigned,2009.50102669,2008-2009,13.0,7.0,16.0,8.0,17.0,8.0,3.0,14.0
1260,A/SuratThani/72/2009,southeast_asia,unassigned,2009.13963039,2009-2010,14.0,7.0,16.0,8.0,16.0,9.0,3.0,14.0
1262,A/BeijingXicheng/1108/2009,china,unassigned,2009.10951403,2008-2009,15.0,8.0,17.0,7.0,15.0,10.0,4.0,15.0
1263,A/Heilongjiang-Longsha/160/2010,china,unassigned,2010.26830938,2009-2010,17.0,9.0,16.0,11.0,20.0,12.0,6.0,14.0
1265,A/Macau/1343/2008,china,unassigned,2008.5065024,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1267,A/Ohio/14/2008,north_america,unassigned,2008.65708419,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1269,A/Thailand/MR07161/2008,southeast_asia,unassigned,2008.57768652,2008-2009,12.0,6.0,15.0,7.0,16.0,7.0,2.0,13.0
1271,A/Sweden/9/2008,europe,unassigned,2008.96098563,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1272,A/California/12/2008,north_america,unassigned,2008.92265572,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1277,A/Germany/AF1871/2008,europe,unassigned,2008.22724162,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1278,A/Germany/AF1858/2008,europe,unassigned,2008.22724162,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1279,A/Germany/AF1851/2008,europe,unassigned,2008.22724162,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1281,A/Singapore/20/2008,southeast_asia,unassigned,2008.32580424,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1283,A/Philippines/3967/2008,southeast_asia,unassigned,2008.55304586,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1284,A/Singapore/239/2008,southeast_asia,unassigned,2008.34223135,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1287,A/Pennsylvania/PIT02/2008,north_america,unassigned,2008.06023272,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1288,A/Pennsylvania/PIT04/2008,north_america,unassigned,2008.06023272,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1291,A/Germany/AF1856/2008,europe,unassigned,2008.07392197,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1292,A/Germany/AF1857/2008,europe,unassigned,2008.07392197,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1295,A/Sydney/6/2008,oceania,unassigned,2008.38877481,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1296,A/Ohio/UR07-0089/2008,north_america,unassigned,2008.15331964,2008-2009,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1299,A/Boston/88/2008,north_america,unassigned,2008.29021218,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1300,A/Germany/AF1853/2008,europe,unassigned,2008.13141684,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1304,A/Germany/AF1865/2008,europe,unassigned,2008.15605749,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1305,A/Germany/AF1748/2008,europe,unassigned,2008.15605749,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1307,A/Germany/AF1872/2008,europe,unassigned,2008.22724162,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1308,A/Germany/AF1867/2008,europe,unassigned,2008.15605749,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1311,A/Arizona/AF1368/2008,north_america,unassigned,2008.27104723,2007-2008,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1312,A/SouthDakota/AF1586/2008,north_america,unassigned,2008.26830938,2007-2008,13.0,6.0,16.0,7.0,17.0,8.0,2.0,14.0
1315,A/Germany/AF1859/2008,europe,unassigned,2008.22724162,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1316,A/Kosovo/AF1183/2008,europe,unassigned,2008.22724162,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1319,A/Madagascar/424/2009,africa,unassigned,2009.11498973,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1321,A/Sweden/4/2008,europe,unassigned,2008.84052019,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1323,A/Boston/73/2009,north_america,unassigned,2009.24640657,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1324,A/Algeria/G202/2009,africa,unassigned,2008.97741273,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1326,A/Texas/AF1820/2008,north_america,unassigned,2008.44900753,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1328,A/Umea/5/2009,europe,unassigned,2009.00273785,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1329,A/Washington/16/2009,north_america,unassigned,2009.20260096,2009-2010,11.0,6.0,14.0,7.0,15.0,6.0,2.0,12.0
1330,A/Paris/288/2008,europe,unassigned,2008.85968515,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1332,A/SouthCarolina/7/2008,north_america,unassigned,2008.99931554,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1334,A/Switzerland/1409281/2008,europe,unassigned,2008.99931554,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1335,A/Paris/1751/2009,europe,unassigned,2009.08761123,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1337,A/Alaska/4/2008,north_america,unassigned,2008.60506502,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1340,A/England/669/2008,europe,unassigned,2008.99657769,2008-2009,12.0,6.0,16.0,7.0,16.0,8.0,2.0,14.0
1341,A/Nebraska/8/2008,north_america,unassigned,2008.97467488,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1343,A/Stockholm/27/2008,europe,unassigned,2008.93634497,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1344,A/Umea/2/2009,europe,unassigned,2009.09034908,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1346,A/Colorado/12/2008,north_america,unassigned,2008.96098563,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1347,A/Colorado/3/2008,north_america,unassigned,2008.78850103,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1348,A/Colorado/4/2008,north_america,unassigned,2008.82683094,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1350,A/Colorado/5/2009,north_america,unassigned,2009.04106776,2008-2009,12.0,7.0,17.0,8.0,17.0,9.0,3.0,15.0
1351,A/Minnesota/36/2008,north_america,unassigned,2008.99110198,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1354,A/SuratThani/70/2009,southeast_asia,unassigned,2009.13141684,2009-2010,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1355,A/Khmilnyk/4175/2010,europe,unassigned,2010.91444216,2010-2011,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1357,A/NewJersey/WRAIR1146P/2009,north_america,unassigned,2009.0,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1358,A/NewJersey/WRAIR1248P/2009,north_america,unassigned,2009.0,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1360,A/Pennsylvania/13/2008,north_america,unassigned,2008.94455852,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1362,A/Tennessee/16/2009,north_america,unassigned,2009.73921971,2009-2010,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
1363,A/Texas/WRAIR1558P/2009,north_america,unassigned,2009.08487337,2008-2009,12.0,5.0,15.0,6.0,16.0,7.0,1.0,13.0
